dep;week;P;cl_age90;pop
42;2021-S14;329;69;92054
42;2021-S14;176;79;72406
42;2021-S14;115;89;43019
42;2021-S14;59;90;12532
42;2021-S14;3315;0;764737
42;2021-S15;182;09;89470
42;2021-S15;427;19;96579
42;2021-S15;452;29;80497
42;2021-S15;485;39;87478
42;2021-S15;452;49;93717
42;2021-S15;447;59;96985
42;2021-S15;323;69;92054
42;2021-S15;248;79;72406
42;2021-S15;115;89;43019
42;2021-S15;47;90;12532
42;2021-S15;3179;0;764737
42;2021-S16;171;09;89470
42;2021-S16;417;19;96579
42;2021-S16;473;29;80497
42;2021-S16;404;39;87478
42;2021-S16;476;49;93717
42;2021-S16;455;59;96985
42;2021-S16;315;69;92054
42;2021-S16;204;79;72406
42;2021-S16;108;89;43019
42;2021-S16;21;90;12532
42;2021-S16;3045;0;764737
42;2021-S17;147;09;89470
42;2021-S17;322;19;96579
42;2021-S17;323;29;80497
42;2021-S17;316;39;87478
42;2021-S17;289;49;93717
42;2021-S17;322;59;96985
42;2021-S17;222;69;92054
42;2021-S17;117;79;72406
42;2021-S17;83;89;43019
42;2021-S17;27;90;12532
42;2021-S17;2170;0;764737
43;2020-S21;0;09;22726
43;2020-S21;0;19;26933
43;2020-S21;0;29;19093
43;2020-S21;0;39;24155
43;2020-S21;1;49;28786
43;2020-S21;0;59;32117
43;2020-S21;3;69;32289
43;2020-S21;0;79;23260
43;2020-S21;2;89;13770
43;2020-S21;0;90;3772
43;2020-S21;6;0;226901
43;2020-S22;0;09;22726
43;2020-S22;0;19;26933
43;2020-S22;0;29;19093
43;2020-S22;0;39;24155
43;2020-S22;3;49;28786
43;2020-S22;1;59;32117
43;2020-S22;1;69;32289
43;2020-S22;1;79;23260
43;2020-S22;1;89;13770
43;2020-S22;0;90;3772
43;2020-S22;7;0;226901
43;2020-S23;0;09;22726
43;2020-S23;2;19;26933
43;2020-S23;1;29;19093
43;2020-S23;1;39;24155
43;2020-S23;3;49;28786
43;2020-S23;0;59;32117
43;2020-S23;0;69;32289
43;2020-S23;1;79;23260
43;2020-S23;2;89;13770
43;2020-S23;2;90;3772
43;2020-S23;12;0;226901
43;2020-S24;0;09;22726
43;2020-S24;0;19;26933
43;2020-S24;0;29;19093
43;2020-S24;0;39;24155
43;2020-S24;0;49;28786
43;2020-S24;0;59;32117
43;2020-S24;0;69;32289
43;2020-S24;1;79;23260
43;2020-S24;2;89;13770
43;2020-S24;0;90;3772
43;2020-S24;3;0;226901
43;2020-S25;0;09;22726
43;2020-S25;0;19;26933
43;2020-S25;0;29;19093
43;2020-S25;0;39;24155
43;2020-S25;0;49;28786
43;2020-S25;0;59;32117
43;2020-S25;0;69;32289
43;2020-S25;1;79;23260
43;2020-S25;0;89;13770
43;2020-S25;0;90;3772
43;2020-S25;1;0;226901
43;2020-S26;0;09;22726
43;2020-S26;0;19;26933
43;2020-S26;0;29;19093
43;2020-S26;0;39;24155
43;2020-S26;0;49;28786
43;2020-S26;0;59;32117
43;2020-S26;0;69;32289
43;2020-S26;0;79;23260
43;2020-S26;1;89;13770
43;2020-S26;0;90;3772
43;2020-S26;1;0;226901
43;2020-S27;0;09;22726
43;2020-S27;0;19;26933
43;2020-S27;1;29;19093
43;2020-S27;1;39;24155
43;2020-S27;0;49;28786
43;2020-S27;0;59;32117
43;2020-S27;0;69;32289
43;2020-S27;1;79;23260
43;2020-S27;0;89;13770
43;2020-S27;0;90;3772
43;2020-S27;3;0;226901
43;2020-S28;0;09;22726
43;2020-S28;0;19;26933
43;2020-S28;0;29;19093
43;2020-S28;0;39;24155
43;2020-S28;0;49;28786
43;2020-S28;0;59;32117
43;2020-S28;0;69;32289
43;2020-S28;0;79;23260
43;2020-S28;0;89;13770
43;2020-S28;0;90;3772
43;2020-S28;0;0;226901
43;2020-S29;0;09;22726
43;2020-S29;0;19;26933
43;2020-S29;1;29;19093
43;2020-S29;0;39;24155
43;2020-S29;0;49;28786
43;2020-S29;0;59;32117
43;2020-S29;0;69;32289
43;2020-S29;0;79;23260
43;2020-S29;0;89;13770
43;2020-S29;0;90;3772
43;2020-S29;1;0;226901
43;2020-S30;0;09;22726
43;2020-S30;0;19;26933
43;2020-S30;4;29;19093
43;2020-S30;0;39;24155
43;2020-S30;1;49;28786
43;2020-S30;0;59;32117
43;2020-S30;0;69;32289
43;2020-S30;0;79;23260
43;2020-S30;0;89;13770
43;2020-S30;0;90;3772
43;2020-S30;5;0;226901
43;2020-S31;0;09;22726
43;2020-S31;1;19;26933
43;2020-S31;0;29;19093
43;2020-S31;1;39;24155
43;2020-S31;0;49;28786
43;2020-S31;0;59;32117
43;2020-S31;0;69;32289
43;2020-S31;0;79;23260
43;2020-S31;0;89;13770
43;2020-S31;0;90;3772
43;2020-S31;2;0;226901
43;2020-S32;0;09;22726
43;2020-S32;0;19;26933
43;2020-S32;2;29;19093
43;2020-S32;0;39;24155
43;2020-S32;0;49;28786
43;2020-S32;0;59;32117
43;2020-S32;1;69;32289
43;2020-S32;0;79;23260
43;2020-S32;0;89;13770
43;2020-S32;0;90;3772
43;2020-S32;3;0;226901
43;2020-S33;0;09;22726
43;2020-S33;1;19;26933
43;2020-S33;2;29;19093
43;2020-S33;1;39;24155
43;2020-S33;4;49;28786
43;2020-S33;2;59;32117
43;2020-S33;2;69;32289
43;2020-S33;1;79;23260
43;2020-S33;0;89;13770
43;2020-S33;0;90;3772
43;2020-S33;13;0;226901
43;2020-S34;0;09;22726
43;2020-S34;1;19;26933
43;2020-S34;6;29;19093
43;2020-S34;4;39;24155
43;2020-S34;5;49;28786
43;2020-S34;6;59;32117
43;2020-S34;2;69;32289
43;2020-S34;1;79;23260
43;2020-S34;0;89;13770
43;2020-S34;1;90;3772
43;2020-S34;26;0;226901
43;2020-S35;0;09;22726
43;2020-S35;4;19;26933
43;2020-S35;14;29;19093
43;2020-S35;5;39;24155
43;2020-S35;9;49;28786
43;2020-S35;5;59;32117
43;2020-S35;6;69;32289
43;2020-S35;3;79;23260
43;2020-S35;0;89;13770
43;2020-S35;1;90;3772
43;2020-S35;47;0;226901
43;2020-S36;1;09;22726
43;2020-S36;20;19;26933
43;2020-S36;23;29;19093
43;2020-S36;12;39;24155
43;2020-S36;9;49;28786
43;2020-S36;12;59;32117
43;2020-S36;3;69;32289
43;2020-S36;6;79;23260
43;2020-S36;2;89;13770
43;2020-S36;1;90;3772
43;2020-S36;89;0;226901
43;2020-S37;4;09;22726
43;2020-S37;5;19;26933
43;2020-S37;30;29;19093
43;2020-S37;16;39;24155
43;2020-S37;17;49;28786
43;2020-S37;8;59;32117
43;2020-S37;16;69;32289
43;2020-S37;9;79;23260
43;2020-S37;12;89;13770
43;2020-S37;4;90;3772
43;2020-S37;121;0;226901
43;2020-S38;6;09;22726
43;2020-S38;22;19;26933
43;2020-S38;24;29;19093
43;2020-S38;10;39;24155
43;2020-S38;21;49;28786
43;2020-S38;28;59;32117
43;2020-S38;20;69;32289
43;2020-S38;3;79;23260
43;2020-S38;6;89;13770
43;2020-S38;2;90;3772
43;2020-S38;142;0;226901
43;2020-S39;1;09;22726
43;2020-S39;24;19;26933
43;2020-S39;20;29;19093
43;2020-S39;11;39;24155
43;2020-S39;22;49;28786
43;2020-S39;15;59;32117
43;2020-S39;30;69;32289
43;2020-S39;7;79;23260
43;2020-S39;9;89;13770
43;2020-S39;2;90;3772
43;2020-S39;141;0;226901
43;2020-S40;3;09;22726
43;2020-S40;45;19;26933
43;2020-S40;57;29;19093
43;2020-S40;31;39;24155
43;2020-S40;55;49;28786
43;2020-S40;45;59;32117
43;2020-S40;22;69;32289
43;2020-S40;25;79;23260
43;2020-S40;37;89;13770
43;2020-S40;22;90;3772
43;2020-S40;342;0;226901
43;2020-S41;11;09;22726
43;2020-S41;100;19;26933
43;2020-S41;80;29;19093
43;2020-S41;92;39;24155
43;2020-S41;86;49;28786
43;2020-S41;84;59;32117
43;2020-S41;56;69;32289
43;2020-S41;46;79;23260
43;2020-S41;25;89;13770
43;2020-S41;22;90;3772
43;2020-S41;602;0;226901
43;2020-S42;18;09;22726
43;2020-S42;137;19;26933
43;2020-S42;118;29;19093
43;2020-S42;116;39;24155
43;2020-S42;152;49;28786
43;2020-S42;178;59;32117
43;2020-S42;94;69;32289
43;2020-S42;54;79;23260
43;2020-S42;53;89;13770
43;2020-S42;19;90;3772
43;2020-S42;939;0;226901
43;2020-S43;15;09;22726
43;2020-S43;216;19;26933
43;2020-S43;270;29;19093
43;2020-S43;269;39;24155
43;2020-S43;335;49;28786
43;2020-S43;313;59;32117
43;2020-S43;200;69;32289
43;2020-S43;140;79;23260
43;2020-S43;111;89;13770
43;2020-S43;69;90;3772
43;2020-S43;1938;0;226901
43;2020-S44;27;09;22726
43;2020-S44;253;19;26933
43;2020-S44;324;29;19093
43;2020-S44;295;39;24155
43;2020-S44;380;49;28786
43;2020-S44;392;59;32117
43;2020-S44;279;69;32289
43;2020-S44;243;79;23260
43;2020-S44;236;89;13770
43;2020-S44;163;90;3772
43;2020-S44;2593;0;226901
43;2020-S45;31;09;22726
43;2020-S45;317;19;26933
43;2020-S45;272;29;19093
43;2020-S45;263;39;24155
43;2020-S45;312;49;28786
43;2020-S45;418;59;32117
43;2020-S45;255;69;32289
43;2020-S45;210;79;23260
43;2020-S45;210;89;13770
43;2020-S45;94;90;3772
43;2020-S45;2382;0;226901
43;2020-S46;26;09;22726
43;2020-S46;197;19;26933
43;2020-S46;132;29;19093
43;2020-S46;97;39;24155
43;2020-S46;168;49;28786
43;2020-S46;196;59;32117
43;2020-S46;148;69;32289
43;2020-S46;126;79;23260
43;2020-S46;115;89;13770
43;2020-S46;77;90;3772
43;2020-S46;1282;0;226901
43;2020-S47;12;09;22726
43;2020-S47;109;19;26933
43;2020-S47;65;29;19093
43;2020-S47;72;39;24155
43;2020-S47;111;49;28786
43;2020-S47;101;59;32117
43;2020-S47;66;69;32289
43;2020-S47;49;79;23260
43;2020-S47;80;89;13770
43;2020-S47;67;90;3772
43;2020-S47;732;0;226901
43;2020-S48;5;09;22726
43;2020-S48;49;19;26933
43;2020-S48;42;29;19093
43;2020-S48;41;39;24155
43;2020-S48;57;49;28786
43;2020-S48;47;59;32117
43;2020-S48;30;69;32289
43;2020-S48;37;79;23260
43;2020-S48;47;89;13770
43;2020-S48;43;90;3772
43;2020-S48;398;0;226901
43;2020-S49;3;09;22726
43;2020-S49;32;19;26933
43;2020-S49;33;29;19093
43;2020-S49;23;39;24155
43;2020-S49;38;49;28786
43;2020-S49;33;59;32117
43;2020-S49;36;69;32289
43;2020-S49;19;79;23260
43;2020-S49;28;89;13770
43;2020-S49;14;90;3772
43;2020-S49;259;0;226901
43;2020-S50;4;09;22726
43;2020-S50;23;19;26933
43;2020-S50;30;29;19093
43;2020-S50;28;39;24155
43;2020-S50;40;49;28786
43;2020-S50;29;59;32117
43;2020-S50;40;69;32289
43;2020-S50;25;79;23260
43;2020-S50;39;89;13770
43;2020-S50;30;90;3772
43;2020-S50;288;0;226901
43;2020-S51;8;09;22726
43;2020-S51;57;19;26933
43;2020-S51;60;29;19093
43;2020-S51;49;39;24155
43;2020-S51;51;49;28786
43;2020-S51;83;59;32117
43;2020-S51;86;69;32289
43;2020-S51;67;79;23260
43;2020-S51;48;89;13770
43;2020-S51;21;90;3772
43;2020-S51;530;0;226901
43;2020-S52;2;09;22726
43;2020-S52;34;19;26933
43;2020-S52;31;29;19093
43;2020-S52;24;39;24155
43;2020-S52;29;49;28786
43;2020-S52;30;59;32117
43;2020-S52;39;69;32289
43;2020-S52;20;79;23260
43;2020-S52;31;89;13770
43;2020-S52;6;90;3772
43;2020-S52;246;0;226901
43;2020-S53;4;09;22726
43;2020-S53;28;19;26933
43;2020-S53;51;29;19093
43;2020-S53;55;39;24155
43;2020-S53;45;49;28786
43;2020-S53;42;59;32117
43;2020-S53;29;69;32289
43;2020-S53;31;79;23260
43;2020-S53;31;89;13770
43;2020-S53;18;90;3772
43;2020-S53;334;0;226901
43;2021-S01;13;09;22726
43;2021-S01;51;19;26933
43;2021-S01;77;29;19093
43;2021-S01;79;39;24155
43;2021-S01;79;49;28786
43;2021-S01;75;59;32117
43;2021-S01;79;69;32289
43;2021-S01;42;79;23260
43;2021-S01;27;89;13770
43;2021-S01;15;90;3772
43;2021-S01;537;0;226901
43;2021-S02;5;09;22726
43;2021-S02;67;19;26933
43;2021-S02;66;29;19093
43;2021-S02;75;39;24155
43;2021-S02;78;49;28786
43;2021-S02;80;59;32117
43;2021-S02;59;69;32289
43;2021-S02;41;79;23260
43;2021-S02;41;89;13770
43;2021-S02;36;90;3772
43;2021-S02;548;0;226901
43;2021-S03;10;09;22726
43;2021-S03;89;19;26933
43;2021-S03;59;29;19093
43;2021-S03;62;39;24155
43;2021-S03;106;49;28786
43;2021-S03;97;59;32117
43;2021-S03;60;69;32289
43;2021-S03;48;79;23260
43;2021-S03;46;89;13770
43;2021-S03;31;90;3772
43;2021-S03;608;0;226901
43;2021-S04;11;09;22726
43;2021-S04;76;19;26933
43;2021-S04;53;29;19093
43;2021-S04;49;39;24155
43;2021-S04;69;49;28786
43;2021-S04;61;59;32117
43;2021-S04;56;69;32289
43;2021-S04;34;79;23260
43;2021-S04;24;89;13770
43;2021-S04;18;90;3772
43;2021-S04;451;0;226901
43;2021-S05;10;09;22726
43;2021-S05;63;19;26933
43;2021-S05;44;29;19093
43;2021-S05;50;39;24155
43;2021-S05;87;49;28786
43;2021-S05;58;59;32117
43;2021-S05;44;69;32289
43;2021-S05;46;79;23260
43;2021-S05;37;89;13770
43;2021-S05;9;90;3772
43;2021-S05;448;0;226901
43;2021-S06;3;09;22726
43;2021-S06;26;19;26933
43;2021-S06;48;29;19093
43;2021-S06;42;39;24155
43;2021-S06;54;49;28786
43;2021-S06;44;59;32117
43;2021-S06;29;69;32289
43;2021-S06;31;79;23260
43;2021-S06;19;89;13770
43;2021-S06;11;90;3772
43;2021-S06;307;0;226901
43;2021-S07;9;09;22726
43;2021-S07;38;19;26933
43;2021-S07;29;29;19093
43;2021-S07;31;39;24155
43;2021-S07;52;49;28786
43;2021-S07;40;59;32117
43;2021-S07;30;69;32289
43;2021-S07;23;79;23260
43;2021-S07;16;89;13770
43;2021-S07;3;90;3772
43;2021-S07;271;0;226901
43;2021-S08;2;09;22726
43;2021-S08;23;19;26933
43;2021-S08;32;29;19093
43;2021-S08;40;39;24155
43;2021-S08;37;49;28786
43;2021-S08;55;59;32117
43;2021-S08;34;69;32289
43;2021-S08;24;79;23260
43;2021-S08;10;89;13770
43;2021-S08;4;90;3772
43;2021-S08;261;0;226901
43;2021-S09;7;09;22726
43;2021-S09;22;19;26933
43;2021-S09;27;29;19093
43;2021-S09;25;39;24155
43;2021-S09;24;49;28786
43;2021-S09;34;59;32117
43;2021-S09;18;69;32289
43;2021-S09;13;79;23260
43;2021-S09;10;89;13770
43;2021-S09;9;90;3772
43;2021-S09;189;0;226901
43;2021-S10;5;09;22726
43;2021-S10;33;19;26933
43;2021-S10;26;29;19093
43;2021-S10;25;39;24155
43;2021-S10;42;49;28786
43;2021-S10;24;59;32117
43;2021-S10;27;69;32289
43;2021-S10;19;79;23260
43;2021-S10;19;89;13770
43;2021-S10;3;90;3772
43;2021-S10;223;0;226901
43;2021-S11;10;09;22726
43;2021-S11;40;19;26933
43;2021-S11;38;29;19093
43;2021-S11;44;39;24155
43;2021-S11;64;49;28786
43;2021-S11;66;59;32117
43;2021-S11;49;69;32289
43;2021-S11;24;79;23260
43;2021-S11;16;89;13770
43;2021-S11;5;90;3772
43;2021-S11;356;0;226901
43;2021-S12;24;09;22726
43;2021-S12;94;19;26933
43;2021-S12;99;29;19093
43;2021-S12;76;39;24155
43;2021-S12;88;49;28786
43;2021-S12;121;59;32117
43;2021-S12;75;69;32289
43;2021-S12;52;79;23260
43;2021-S12;10;89;13770
43;2021-S12;9;90;3772
43;2021-S12;648;0;226901
43;2021-S13;50;09;22726
43;2021-S13;159;19;26933
43;2021-S13;85;29;19093
43;2021-S13;104;39;24155
43;2021-S13;133;49;28786
43;2021-S13;112;59;32117
43;2021-S13;83;69;32289
43;2021-S13;51;79;23260
43;2021-S13;15;89;13770
43;2021-S13;12;90;3772
43;2021-S13;804;0;226901
43;2021-S14;26;09;22726
43;2021-S14;129;19;26933
43;2021-S14;88;29;19093
43;2021-S14;97;39;24155
43;2021-S14;154;49;28786
43;2021-S14;154;59;32117
43;2021-S14;68;69;32289
43;2021-S14;51;79;23260
43;2021-S14;23;89;13770
43;2021-S14;11;90;3772
43;2021-S14;801;0;226901
43;2021-S15;17;09;22726
43;2021-S15;132;19;26933
43;2021-S15;85;29;19093
43;2021-S15;118;39;24155
43;2021-S15;106;49;28786
43;2021-S15;118;59;32117
43;2021-S15;91;69;32289
43;2021-S15;53;79;23260
43;2021-S15;21;89;13770
43;2021-S15;7;90;3772
43;2021-S15;748;0;226901
43;2021-S16;32;09;22726
43;2021-S16;135;19;26933
43;2021-S16;126;29;19093
43;2021-S16;127;39;24155
43;2021-S16;170;49;28786
43;2021-S16;126;59;32117
43;2021-S16;92;69;32289
43;2021-S16;38;79;23260
43;2021-S16;16;89;13770
43;2021-S16;8;90;3772
43;2021-S16;870;0;226901
43;2021-S17;29;09;22726
43;2021-S17;111;19;26933
43;2021-S17;96;29;19093
43;2021-S17;91;39;24155
43;2021-S17;106;49;28786
43;2021-S17;88;59;32117
43;2021-S17;69;69;32289
43;2021-S17;39;79;23260
43;2021-S17;16;89;13770
43;2021-S17;14;90;3772
43;2021-S17;660;0;226901
44;2020-S21;6;09;175752
44;2020-S21;4;19;187929
44;2020-S21;5;29;167592
44;2020-S21;12;39;190072
44;2020-S21;6;49;190724
44;2020-S21;8;59;177335
44;2020-S21;1;69;158571
44;2020-S21;3;79;109987
44;2020-S21;3;89;61831
44;2020-S21;3;90;17344
44;2020-S21;51;0;1437137
44;2020-S22;12;09;175752
44;2020-S22;16;19;187929
44;2020-S22;19;29;167592
44;2020-S22;23;39;190072
44;2020-S22;15;49;190724
44;2020-S22;15;59;177335
44;2020-S22;5;69;158571
44;2020-S22;4;79;109987
44;2020-S22;1;89;61831
44;2020-S22;7;90;17344
44;2020-S22;117;0;1437137
44;2020-S23;1;09;175752
44;2020-S23;22;19;187929
44;2020-S23;6;29;167592
44;2020-S23;7;39;190072
44;2020-S23;9;49;190724
44;2020-S23;3;59;177335
44;2020-S23;3;69;158571
44;2020-S23;1;79;109987
44;2020-S23;3;89;61831
44;2020-S23;5;90;17344
44;2020-S23;60;0;1437137
44;2020-S24;3;09;175752
44;2020-S24;4;19;187929
44;2020-S24;10;29;167592
44;2020-S24;5;39;190072
44;2020-S24;10;49;190724
44;2020-S24;9;59;177335
44;2020-S24;2;69;158571
44;2020-S24;2;79;109987
44;2020-S24;4;89;61831
44;2020-S24;4;90;17344
44;2020-S24;53;0;1437137
44;2020-S25;2;09;175752
44;2020-S25;6;19;187929
44;2020-S25;6;29;167592
44;2020-S25;6;39;190072
44;2020-S25;2;49;190724
44;2020-S25;3;59;177335
44;2020-S25;1;69;158571
44;2020-S25;6;79;109987
44;2020-S25;3;89;61831
44;2020-S25;2;90;17344
44;2020-S25;38;0;1437137
44;2020-S26;2;09;175752
44;2020-S26;2;19;187929
44;2020-S26;12;29;167592
44;2020-S26;3;39;190072
44;2020-S26;4;49;190724
44;2020-S26;2;59;177335
44;2020-S26;1;69;158571
44;2020-S26;0;79;109987
44;2020-S26;1;89;61831
44;2020-S26;1;90;17344
44;2020-S26;28;0;1437137
44;2020-S27;4;09;175752
44;2020-S27;1;19;187929
44;2020-S27;3;29;167592
44;2020-S27;5;39;190072
44;2020-S27;3;49;190724
44;2020-S27;1;59;177335
44;2020-S27;1;69;158571
44;2020-S27;0;79;109987
44;2020-S27;1;89;61831
44;2020-S27;1;90;17344
44;2020-S27;20;0;1437137
44;2020-S28;4;09;175752
44;2020-S28;7;19;187929
44;2020-S28;6;29;167592
44;2020-S28;14;39;190072
44;2020-S28;3;49;190724
44;2020-S28;6;59;177335
44;2020-S28;2;69;158571
44;2020-S28;4;79;109987
44;2020-S28;4;89;61831
44;2020-S28;0;90;17344
44;2020-S28;50;0;1437137
44;2020-S29;15;09;175752
44;2020-S29;14;19;187929
44;2020-S29;18;29;167592
44;2020-S29;20;39;190072
44;2020-S29;9;49;190724
44;2020-S29;19;59;177335
44;2020-S29;7;69;158571
44;2020-S29;6;79;109987
44;2020-S29;1;89;61831
44;2020-S29;1;90;17344
44;2020-S29;110;0;1437137
44;2020-S30;5;09;175752
44;2020-S30;19;19;187929
44;2020-S30;31;29;167592
44;2020-S30;10;39;190072
44;2020-S30;14;49;190724
44;2020-S30;14;59;177335
44;2020-S30;9;69;158571
44;2020-S30;7;79;109987
44;2020-S30;4;89;61831
44;2020-S30;3;90;17344
44;2020-S30;116;0;1437137
44;2020-S31;8;09;175752
44;2020-S31;18;19;187929
44;2020-S31;50;29;167592
44;2020-S31;18;39;190072
44;2020-S31;12;49;190724
44;2020-S31;17;59;177335
44;2020-S31;4;69;158571
44;2020-S31;5;79;109987
44;2020-S31;4;89;61831
44;2020-S31;3;90;17344
44;2020-S31;139;0;1437137
44;2020-S32;10;09;175752
44;2020-S32;26;19;187929
44;2020-S32;43;29;167592
44;2020-S32;46;39;190072
44;2020-S32;15;49;190724
44;2020-S32;17;59;177335
44;2020-S32;13;69;158571
44;2020-S32;5;79;109987
44;2020-S32;6;89;61831
44;2020-S32;3;90;17344
44;2020-S32;185;0;1437137
44;2020-S33;22;09;175752
44;2020-S33;35;19;187929
44;2020-S33;46;29;167592
44;2020-S33;42;39;190072
44;2020-S33;32;49;190724
44;2020-S33;27;59;177335
44;2020-S33;9;69;158571
44;2020-S33;5;79;109987
44;2020-S33;7;89;61831
44;2020-S33;3;90;17344
44;2020-S33;228;0;1437137
44;2020-S34;10;09;175752
44;2020-S34;40;19;187929
44;2020-S34;104;29;167592
44;2020-S34;57;39;190072
44;2020-S34;43;49;190724
44;2020-S34;37;59;177335
44;2020-S34;18;69;158571
44;2020-S34;12;79;109987
44;2020-S34;1;89;61831
44;2020-S34;0;90;17344
44;2020-S34;322;0;1437137
44;2020-S35;14;09;175752
44;2020-S35;62;19;187929
44;2020-S35;156;29;167592
44;2020-S35;86;39;190072
44;2020-S35;59;49;190724
44;2020-S35;38;59;177335
44;2020-S35;11;69;158571
44;2020-S35;14;79;109987
44;2020-S35;3;89;61831
44;2020-S35;0;90;17344
44;2020-S35;443;0;1437137
44;2020-S36;33;09;175752
44;2020-S36;134;19;187929
44;2020-S36;270;29;167592
44;2020-S36;142;39;190072
44;2020-S36;90;49;190724
44;2020-S36;76;59;177335
44;2020-S36;38;69;158571
44;2020-S36;11;79;109987
44;2020-S36;6;89;61831
44;2020-S36;2;90;17344
44;2020-S36;802;0;1437137
44;2020-S37;38;09;175752
44;2020-S37;129;19;187929
44;2020-S37;230;29;167592
44;2020-S37;93;39;190072
44;2020-S37;101;49;190724
44;2020-S37;66;59;177335
44;2020-S37;44;69;158571
44;2020-S37;20;79;109987
44;2020-S37;12;89;61831
44;2020-S37;5;90;17344
44;2020-S37;738;0;1437137
44;2020-S38;25;09;175752
44;2020-S38;135;19;187929
44;2020-S38;244;29;167592
44;2020-S38;125;39;190072
44;2020-S38;112;49;190724
44;2020-S38;98;59;177335
44;2020-S38;43;69;158571
44;2020-S38;31;79;109987
44;2020-S38;24;89;61831
44;2020-S38;10;90;17344
44;2020-S38;847;0;1437137
44;2020-S39;16;09;175752
44;2020-S39;141;19;187929
44;2020-S39;308;29;167592
44;2020-S39;137;39;190072
44;2020-S39;127;49;190724
44;2020-S39;81;59;177335
44;2020-S39;64;69;158571
44;2020-S39;41;79;109987
44;2020-S39;31;89;61831
44;2020-S39;16;90;17344
44;2020-S39;962;0;1437137
44;2020-S40;27;09;175752
44;2020-S40;156;19;187929
44;2020-S40;352;29;167592
44;2020-S40;206;39;190072
44;2020-S40;161;49;190724
44;2020-S40;108;59;177335
44;2020-S40;73;69;158571
44;2020-S40;61;79;109987
44;2020-S40;24;89;61831
44;2020-S40;7;90;17344
44;2020-S40;1175;0;1437137
44;2020-S41;52;09;175752
44;2020-S41;234;19;187929
44;2020-S41;446;29;167592
44;2020-S41;297;39;190072
44;2020-S41;229;49;190724
44;2020-S41;208;59;177335
44;2020-S41;108;69;158571
44;2020-S41;79;79;109987
44;2020-S41;30;89;61831
44;2020-S41;13;90;17344
44;2020-S41;1697;0;1437137
44;2020-S42;74;09;175752
44;2020-S42;301;19;187929
44;2020-S42;571;29;167592
44;2020-S42;421;39;190072
44;2020-S42;374;49;190724
44;2020-S42;325;59;177335
44;2020-S42;209;69;158571
44;2020-S42;110;79;109987
44;2020-S42;59;89;61831
44;2020-S42;49;90;17344
44;2020-S42;2493;0;1437137
44;2020-S43;84;09;175752
44;2020-S43;467;19;187929
44;2020-S43;920;29;167592
44;2020-S43;645;39;190072
44;2020-S43;642;49;190724
44;2020-S43;532;59;177335
44;2020-S43;330;69;158571
44;2020-S43;211;79;109987
44;2020-S43;176;89;61831
44;2020-S43;91;90;17344
44;2020-S43;4098;0;1437137
44;2020-S44;125;09;175752
44;2020-S44;612;19;187929
44;2020-S44;976;29;167592
44;2020-S44;907;39;190072
44;2020-S44;798;49;190724
44;2020-S44;692;59;177335
44;2020-S44;436;69;158571
44;2020-S44;306;79;109987
44;2020-S44;274;89;61831
44;2020-S44;161;90;17344
44;2020-S44;5287;0;1437137
44;2020-S45;151;09;175752
44;2020-S45;675;19;187929
44;2020-S45;849;29;167592
44;2020-S45;723;39;190072
44;2020-S45;739;49;190724
44;2020-S45;676;59;177335
44;2020-S45;393;69;158571
44;2020-S45;282;79;109987
44;2020-S45;188;89;61831
44;2020-S45;129;90;17344
44;2020-S45;4805;0;1437137
44;2020-S46;120;09;175752
44;2020-S46;418;19;187929
44;2020-S46;369;29;167592
44;2020-S46;376;39;190072
44;2020-S46;375;49;190724
44;2020-S46;371;59;177335
44;2020-S46;220;69;158571
44;2020-S46;172;79;109987
44;2020-S46;150;89;61831
44;2020-S46;87;90;17344
44;2020-S46;2658;0;1437137
44;2020-S47;52;09;175752
44;2020-S47;198;19;187929
44;2020-S47;177;29;167592
44;2020-S47;197;39;190072
44;2020-S47;212;49;190724
44;2020-S47;158;59;177335
44;2020-S47;96;69;158571
44;2020-S47;91;79;109987
44;2020-S47;118;89;61831
44;2020-S47;109;90;17344
44;2020-S47;1408;0;1437137
44;2020-S48;34;09;175752
44;2020-S48;119;19;187929
44;2020-S48;113;29;167592
44;2020-S48;107;39;190072
44;2020-S48;118;49;190724
44;2020-S48;106;59;177335
44;2020-S48;53;69;158571
44;2020-S48;43;79;109987
44;2020-S48;55;89;61831
44;2020-S48;55;90;17344
44;2020-S48;803;0;1437137
44;2020-S49;33;09;175752
44;2020-S49;95;19;187929
44;2020-S49;143;29;167592
44;2020-S49;150;39;190072
44;2020-S49;113;49;190724
44;2020-S49;99;59;177335
44;2020-S49;44;69;158571
44;2020-S49;35;79;109987
44;2020-S49;75;89;61831
44;2020-S49;37;90;17344
44;2020-S49;824;0;1437137
44;2020-S50;13;09;175752
44;2020-S50;74;19;187929
44;2020-S50;129;29;167592
44;2020-S50;99;39;190072
44;2020-S50;94;49;190724
44;2020-S50;99;59;177335
44;2020-S50;75;69;158571
44;2020-S50;52;79;109987
44;2020-S50;78;89;61831
44;2020-S50;58;90;17344
44;2020-S50;771;0;1437137
44;2020-S51;36;09;175752
44;2020-S51;108;19;187929
44;2020-S51;150;29;167592
44;2020-S51;180;39;190072
44;2020-S51;149;49;190724
44;2020-S51;115;59;177335
44;2020-S51;73;69;158571
44;2020-S51;51;79;109987
44;2020-S51;63;89;61831
44;2020-S51;45;90;17344
44;2020-S51;970;0;1437137
